kiwi_constitution;Доминион Новой Зеландии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
kiwi_constitution_short;Новая Зеландия была освобождена!;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
kiwi_constitution_setup;После независимости Австралии и исторических связей между Австралией и Новой Зеландией движение Киви наконец-то материализовалось, требуя децентрализованной независимости.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
kiwi_constitution_desc;После независимости Австралии и исторических связей между Австралией и Новой Зеландией движение Киви наконец-то материализовалось, требуя децентрализованной независимости.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
kiwi_constitution_title;Доминион Новой Зеландии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
first_riel_rebellion;Последствия первого восстания Риеля;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
first_riel_rebellion_desc;Первое восстание Риеля закончилось кровью и изгнанием. Метисы никогда его не забудут, а правительство им этого не позволит.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
first_riel_rebellion_title;Последствия первого восстания Риеля;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
metis_twilight;Второе пришествие Метисов;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
metis_twilight_desc;Второе восстание Риэла закончилось худшим из возможных способов, и метисы теперь являются маргинализованными людьми в Канаде..;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
metis_twilight_title;Второе пришествие Метисов;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taras_shevchenko_local;Тарас Шевченко;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taras_shevchenko_local_desc;Тарас Шевченко приобретает известность и влияет на украинский народ в его стремлении к независимости и государственному строительству.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taras_shevchenko_local_title;Тарас Шевченко;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taras_works_local;Тарас Шевченко;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taras_works_local_desc;Тарас Шевченко усердно работает после многих жизненных событий и быстро становится известным как отец украинского языка и культуры.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
taras_works_local_title;Тарас Шевченко;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
slavery_timer;Продолжительное рабство;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
slavery_timer_desc;Рабство в нашей стране продолжается, делая нашу страну менее привлекательной по мере того, как мир движется дальше.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
slavery_timer_title;Продолжительное рабство;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_of_norway;Независимость Норвегии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_of_norway_short;Независимость Норвегии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_of_norway_setup;Независимость Норвегии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_of_norway_desc;Личный союз между Швецией и Норвегией находится на последнем этапе, и попытки найти общий язык между шведами и норвежцами быстро проваливаются. Освобождение Норвегии кажется единственным выходом.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
independence_of_norway_title;Независимость Норвегии;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
restart_the_caucasian_war;Возобновить Кавказскую войну;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
restart_the_caucasian_war_short;Возобновить Кавказскую войну;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
restart_the_caucasian_war_setup;Возобновить Кавказскую войну;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
restart_the_caucasian_war_desc;Хотя Россия приостановила Кавказско-Черкесскую войну во время своих войн с Персией и Османской империей, теперь у России есть шанс сохранить лицо и обеспечить свою гегемонию над Кавказом. Это не то решение, которое следует воспринимать легкомысленно, поскольку война бушевала в той или иной форме с 1763 года.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
restart_the_caucasian_war_title;Возобновить Кавказскую войну;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
caucasian_war_local;Кавказская война;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
caucasian_war_local_desc;Продолжающаяся Кавказская война вызывает беспорядки и отсутствие производительности в этих провинциях.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
caucasian_war_local_title;Кавказская война;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
caucasian_truce_local;Кавказская война - перемирие;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
caucasian_truce_local_desc;Кавказская война находится на стадии перемирия, пока что. Непростое перемерие, заключенное после кровопролития с обеих сторон, представляет собой долгожданную передышку для местного населения, уставшего от постоянной напряженности и русских оккупантов.;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
caucasian_truce_local_title;Кавказская война - перемирие;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOV_communists;Большевики;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;
SOV_communists_2;Фракция Троцкого;;;;;;;;;;;;;X,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;
kobu_gattai;Кобу гаттай;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kobu_gattai_desc;Это была политика сёгуната Токугава, направленная на усиление политической координации между бакуфу и Императорским двором, а также на умиротворение противников внутри самого сёгуната.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sakoku;Сакоку;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sakoku_desc;«Запертая страна» - это политика, при которой ни один иностранец не может въехать в Японию под страхом смерти. Поддерживаемый сёгунатом Токугава, он держит нацию в принудительной изоляции с 17-го века.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tozama_daimyo;Даймё Тосама;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fudai_daimyo;Даймё Фудай;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_meiji;Император Мэйдзи;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
supports_imperial_edict;Поддержка императорского указа против иностранцев;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
angered_by_bakufu;Раздражение Бакуфу;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rangaku;Рангаку;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rangaku_desc;Под «Голландским обучением» подразумевается совокупность знаний, разработанных Японией в результате ее контактов с голландским анклавом Дежима, что позволило Японии иметь представление о западных технологиях и медицины в период, когда страна была закрыта для иностранцев.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ansei_purge;Репрессии годов Ансэй;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
meddled_in_foreign_affairs;Вмешательство в иностранные дела;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_freedom;Попытка освобождения;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_freedom_desc;Мы попытались освободиться от иностранного правления. Надо подождать, пока не появится другая возможность, а пока они пристально следят за нами.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
russification_of_poland;Русификация Польши;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
russification_of_baltics;Русификация Прибалтики;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
russification_of_finland;Русификация Финляндии;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
